timestamp	filename	gemini_sec	segments	skipped_segments
2026-04-27T14:57:27	case_483.txt	7.4847	1	0
2026-04-27T14:57:38	case_484.txt	11.0796	5	0
2026-04-27T14:57:44	case_485.txt	5.7930	5	0
2026-04-27T14:57:51	case_486.txt	6.7958	1	0
2026-04-27T14:57:58	case_487.txt	6.6507	5	0
2026-04-27T14:58:04	case_488.txt	5.9808	5	0
2026-04-27T14:58:09	case_489.txt	5.3230	1	0
2026-04-27T14:58:14	case_490.txt	5.4637	5	0
2026-04-27T14:58:20	case_491.txt	5.4688	5	0
2026-04-27T14:58:26	case_492.txt	6.0590	1	0
2026-04-27T14:58:32	case_493.txt	6.0561	5	0
2026-04-27T14:58:47	case_494.txt	14.8005	5	0
2026-04-27T14:58:51	case_495.txt	4.1393	1	0
2026-04-27T14:58:57	case_496.txt	5.5444	5	0
2026-04-27T14:59:04	case_497.txt	7.1338	5	0
2026-04-27T14:59:09	case_498.txt	4.9024	1	0
2026-04-27T14:59:15	case_499.txt	5.9035	5	0
2026-04-27T14:59:23	case_500.txt	8.4386	5	0
